client_email,client_mobile,query_heading,query_description,status,date_raised,date_closed,category
fernandezbenjamin@example.net,2252780324,UI Feedback,Font inconsistent across pages.,Closed,2025-07-23,2025-07-30,UI Feedback
hhowell@example.org,1605039831,Bug Report,Blank screen after form submission.,Closed,2025-05-20,2025-05-23,Bug Report
ortizapril@example.org,2283752756,UI Feedback,Font inconsistent across pages.,Closed,2025-06-21,2025-06-24,UI Feedback
bakerjenna@example.com,5728701021,Account Suspension,Support says I’m blacklisted — why?,Closed,2025-05-20,2025-06-03,General
whitetodd@example.com,8755721453,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,2025-02-05,2025-02-09,Bug Report
qrichards@example.com,4577945742,Bug Report,Sidebar collapses on scroll.,Closed,2025-04-19,2025-04-27,Bug Report
crystal34@example.com,6383396414,Subscription Cancellation,Received cancellation email but charged again.,Closed,2025-02-03,2025-02-14,Subscription Cancellation
gina20@example.net,6614514437,Technical Support,Live chat not launching.,Closed,2025-02-13,2025-02-14,Technical Support
bruce27@example.net,9026330592,UI Feedback,Color scheme hard to read in sunlight.,Closed,2025-07-04,2025-07-13,UI Feedback
adriana96@example.org,8883918241,Login Issue,Captcha keeps looping during login.,Closed,2025-05-08,2025-05-09,Bug Report
kristin83@example.org,325071216,Login Issue,Forgot my password and reset isn’t working.,Closed,2025-05-16,2025-05-25,Bug Report
kellymooney@example.net,3167207755,Feature Request,Need in-app video tutorials.,Closed,2025-07-01,2025-07-18,Feature Request
robertparsons@example.net,9367525931,Technical Support,Download button is inactive.,Closed,2025-07-11,2025-07-16,Technical Support
douglashiggins@example.net,4674341436,Data Export,Filters not applying in exported data.,Closed,2025-02-03,2025-02-21,Data Export
alan84@example.com,5482543891,Subscription Cancellation,App locked after cancellation.,Closed,2025-07-11,2025-07-12,Subscription Cancellation
kerrmelissa@example.net,2241965863,Payment Failure,Need GST invoice after payment.,Closed,2025-02-27,2025-03-02,Billing Problem
christophernixon@example.net,5766847813,Payment Failure,Bank transaction shows pending.,Closed,2025-03-29,2025-03-31,Billing Problem
luke50@example.com,467218711,Technical Support,White screen on startup.,Closed,2025-03-29,2025-04-03,Technical Support
miranda53@example.org,933382179,Bug Report,Page crashes on click of ‘submit’.,Closed,2025-03-22,2025-03-25,Bug Report
obaldwin@example.com,9642609268,Account Suspension,How do I appeal a suspension?,Closed,2025-05-04,2025-05-11,General
trevor24@example.net,6741500628,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,2025-05-10,2025-05-18,Bug Report
jimwilliams@example.com,267472999,Login Issue,Getting 'user not found' even with valid ID.,Closed,2025-03-14,2025-03-16,Bug Report
drice@example.org,5487866262,Feature Request,Add AI auto-suggestions for forms.,Closed,2025-06-22,2025-06-29,Feature Request
rachel49@example.net,9485194732,Technical Support,Slow performance during peak hours.,Closed,2025-03-26,2025-04-12,Technical Support
danielleweaver@example.net,7493606347,UI Feedback,Alignment issues in forms.,Closed,2025-06-02,2025-06-06,UI Feedback
ngates@example.net,7463913539,Billing Problem,Not receiving monthly bills via email.,Closed,2025-04-13,2025-04-15,Bug Report
regina75@example.org,6904235781,Bug Report,Check/uncheck box not saving state.,Closed,2025-04-14,2025-04-19,Bug Report
darrengardner@example.net,5435874194,UI Feedback,Text is too small on mobile.,Closed,2025-07-21,2025-07-22,UI Feedback
samuel90@example.org,7552258899,UI Feedback,Table headers not sticky.,Closed,2025-01-29,2025-02-02,UI Feedback
guerranatalie@example.net,1370944572,Login Issue,Account locked after failed attempts.,Closed,2025-02-03,2025-02-13,Bug Report
rdavis@example.com,3808364273,Subscription Cancellation,Data wiped immediately after cancel.,Closed,2025-05-12,2025-05-16,Subscription Cancellation
bryan33@example.com,6017322620,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-02-11,2025-02-22,Subscription Cancellation
danielle09@example.org,8722023896,Bug Report,Reports section not opening.,Closed,2025-02-05,2025-02-12,Bug Report
megan24@example.com,1767245279,Payment Failure,Payment failed due to card error.,Closed,2025-07-02,2025-07-04,Billing Problem
richard90@example.com,1793032747,Data Export,Export email not received.,Closed,2025-01-31,2025-02-03,Data Export
derekalexander@example.org,7139488576,Bug Report,Back button doesn’t work.,Closed,2025-05-30,2025-06-01,Bug Report
upotter@example.org,9720235377,Bug Report,Color scheme inconsistent.,Closed,2025-03-09,2025-03-21,Bug Report
mitchell40@example.org,3210643084,UI Feedback,Color scheme hard to read in sunlight.,Closed,2025-04-30,2025-05-10,UI Feedback
antoniopalmer@example.org,8685232786,Login Issue,Session expires immediately after login.,Closed,2025-07-12,2025-07-30,Bug Report
melissa29@example.com,996809315,Billing Problem,Billed for a cancelled plan.,Closed,2025-04-16,2025-04-21,Bug Report
harrisgary@example.org,4850933831,Account Suspension,Suspension mail was too vague.,Closed,2025-03-26,2025-03-30,General
justin03@example.com,9405026231,Login Issue,Session expires immediately after login.,Closed,2025-07-27,2025-08-08,Bug Report
hillstephanie@example.org,7248700984,Login Issue,Unable to login with correct credentials.,Closed,2025-06-11,2025-06-21,Bug Report
eric15@example.org,1980178826,Subscription Cancellation,Received cancellation email but charged again.,Closed,2025-06-04,2025-06-05,Subscription Cancellation
gsmith@example.org,4257102276,Payment Failure,Payment shows success but app locked.,Closed,2025-02-28,2025-03-11,Billing Problem
webbnicole@example.net,9616635588,UI Feedback,Table headers not sticky.,Closed,2025-04-06,2025-04-19,UI Feedback
danielkennedy@example.org,7370620708,Data Export,Export button missing from UI.,Closed,2025-06-21,2025-06-25,Data Export
ericksonrebecca@example.com,8486923358,Account Suspension,Need reason for my suspension.,Closed,2025-04-12,2025-04-24,General
josephjenkins@example.com,8805884530,Technical Support,Can’t install latest update.,Closed,2025-06-29,2025-06-30,Technical Support
vscott@example.com,3516962566,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,2025-03-16,2025-03-17,Subscription Cancellation
umcintyre@example.com,6290203244,UI Feedback,Mobile responsiveness needs improvement.,Closed,2025-07-10,2025-07-15,UI Feedback
rochacesar@example.net,8869693154,Technical Support,Feature working on web but not mobile.,Closed,2025-07-15,2025-07-17,Technical Support
pharris@example.org,8541765707,Bug Report,Check/uncheck box not saving state.,Closed,2025-05-03,2025-05-07,Bug Report
emilyflores@example.net,18311409,Data Export,Fields are missing in exported report.,Closed,2025-06-16,2025-06-26,Data Export
cynthiabradley@example.com,3972421001,Account Suspension,Need help lifting restrictions.,Closed,2025-05-04,2025-05-05,General
ncox@example.net,5189992333,Feature Request,Include a mobile-first UI option.,Closed,2025-03-17,2025-03-27,Feature Request
yorkmartin@example.net,8953423066,Subscription Cancellation,Still charged after cancellation.,Closed,2025-06-04,2025-06-20,Subscription Cancellation
nguyenholly@example.net,5636549302,Billing Problem,Charged extra on my last invoice.,Closed,2025-04-06,2025-04-15,Bug Report
derrick13@example.com,6339768321,Account Suspension,Suspension mail was too vague.,Closed,2025-06-10,2025-06-18,General
ghull@example.com,6916085946,Account Suspension,Received policy violation but unclear why.,Closed,2025-06-02,2025-06-05,General
berrykevin@example.org,5611918795,Bug Report,Sidebar collapses on scroll.,Closed,2025-06-07,2025-06-12,Bug Report
pwallace@example.org,5210907753,Login Issue,Unable to login with correct credentials.,Closed,2025-05-28,2025-05-31,Bug Report
ftorres@example.com,8250565956,Payment Failure,Need GST invoice after payment.,Closed,2025-06-17,2025-06-28,Billing Problem
coreygonzales@example.org,6208348772,UI Feedback,Tooltips not displaying on hover.,Closed,2025-05-14,2025-05-20,UI Feedback
ramosdebra@example.org,2715563843,Billing Problem,Billed for a cancelled plan.,Closed,2025-06-20,2025-07-01,Bug Report
jordan98@example.org,3788982635,Billing Problem,Billed for a cancelled plan.,Closed,2025-05-18,2025-05-31,Bug Report
alison64@example.org,7412178265,Technical Support,Freezing during screen load.,Closed,2025-07-14,2025-07-21,Technical Support
romerojane@example.org,6633660824,Account Suspension,Received policy violation but unclear why.,Closed,2025-06-21,2025-06-25,General
edwardmiranda@example.net,2832829290,Bug Report,Back button doesn’t work.,Closed,2025-02-16,2025-02-17,Bug Report
conniesharp@example.org,8498372048,Payment Failure,Need GST invoice after payment.,Closed,2025-03-16,2025-03-31,Billing Problem
mgeorge@example.com,5423851708,Technical Support,Can’t sync data across devices.,Closed,2025-02-16,2025-02-23,Technical Support
csilva@example.com,7079343507,Technical Support,Download button is inactive.,Closed,2025-04-20,2025-04-21,Technical Support
jennifer04@example.net,8483494935,Feature Request,Please add support for dark mode.,Closed,2025-04-26,2025-04-27,Feature Request
matthewblake@example.com,1156739514,Feature Request,Add folder structure to organize data.,Closed,2025-04-05,2025-04-11,Feature Request
xrichardson@example.org,36704358,Payment Failure,Payment failed due to card error.,Closed,2025-02-15,2025-02-18,Billing Problem
vevans@example.net,9941267707,Billing Problem,Invoice PDF is missing this month.,Closed,2025-07-23,2025-07-24,Bug Report
wbutler@example.com,1315088686,Feature Request,Save filter views for reuse.,Closed,2025-03-14,2025-03-18,Feature Request
samuel53@example.com,3501744614,Subscription Cancellation,Want refund for unused days.,Closed,2025-02-07,2025-02-08,Subscription Cancellation
richard59@example.com,1466934909,Bug Report,Date selector not responsive.,Closed,2025-04-13,2025-04-20,Bug Report
david10@example.org,3704391815,Bug Report,Exported file missing columns.,Closed,2025-06-23,2025-06-29,Bug Report
ymitchell@example.com,2997225736,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,2025-02-09,2025-02-11,Subscription Cancellation
yjarvis@example.com,9067497483,Data Export,Filters not applying in exported data.,Closed,2025-07-19,2025-07-20,Data Export
heatherhood@example.com,2806743176,Feature Request,Please add support for dark mode.,Closed,2025-07-11,2025-07-19,Feature Request
bradshawbrian@example.net,1828797324,UI Feedback,Dropdowns too close together.,Closed,2025-04-25,2025-04-27,UI Feedback
robert76@example.net,8016153926,UI Feedback,Font inconsistent across pages.,Opened,2025-03-30,,UI Feedback
johnirwin@example.com,5745519347,Billing Problem,Billed for a cancelled plan.,Closed,2025-02-16,2025-02-19,Bug Report
patricklynch@example.org,8624657146,Account Suspension,Need reason for my suspension.,Closed,2025-02-04,2025-02-21,General
meagan89@example.com,6164569634,Data Export,Export button missing from UI.,Closed,2025-07-05,2025-07-10,Data Export
christina27@example.net,3154558197,Payment Failure,Card declined despite funds.,Closed,2025-02-04,2025-02-06,Billing Problem
lisa95@example.org,803270103,Technical Support,Live chat not launching.,Closed,2025-02-28,2025-03-06,Technical Support
stephanienelson@example.org,2538425604,Subscription Cancellation,Cannot downgrade before cancel.,Closed,2025-06-15,2025-06-16,Subscription Cancellation
ggriffin@example.com,9095772592,Payment Failure,Wrong currency charged.,Closed,2025-07-21,2025-07-26,Billing Problem
floydthomas@example.com,3062175891,Technical Support,Settings not saving properly.,Closed,2025-03-26,2025-04-01,Technical Support
tonichurch@example.org,6964422163,Bug Report,Date selector not responsive.,Closed,2025-06-22,2025-06-25,Bug Report
matthew54@example.com,5463286712,UI Feedback,Graphs too compressed on mobile view.,Closed,2025-02-02,2025-02-05,UI Feedback
parsonsmary@example.org,5879477822,UI Feedback,Tooltips not displaying on hover.,Closed,2025-03-02,2025-03-09,UI Feedback
mitchell74@example.org,9815717434,Login Issue,Account locked after failed attempts.,Closed,2025-06-13,2025-06-14,Bug Report
escobaredward@example.org,5870846965,Feature Request,Please add support for dark mode.,Closed,2025-02-13,2025-02-22,Feature Request
sarah36@example.net,2565776952,UI Feedback,Error messages not clear enough.,Closed,2025-07-09,2025-07-12,UI Feedback
sandrarose@example.com,3357547044,Data Export,Fields are missing in exported report.,Closed,2025-06-05,2025-06-07,Data Export
duartejoshua@example.org,3405809007,Account Suspension,Unjustified account suspension request.,Closed,2025-05-27,2025-05-30,General
ibrown@example.org,8924877449,Bug Report,Tab focus jumps incorrectly.,Closed,2025-06-26,2025-06-30,Bug Report
dbarajas@example.org,114496867,Payment Failure,Need help with failed subscription payment.,Closed,2025-06-14,2025-06-21,Billing Problem
stacieperez@example.net,9773924725,Payment Failure,Didn’t receive invoice after payment.,Closed,2025-03-19,2025-04-01,Billing Problem
michaelmorris@example.org,379322417,Data Export,Export email not received.,Closed,2025-07-14,2025-07-16,Data Export
alexanderthompson@example.net,5770740150,Bug Report,Chart not updating after data refresh.,Closed,2025-06-06,2025-06-11,Bug Report
conniebarnes@example.org,9618840692,UI Feedback,Dark mode missing in login.,Closed,2025-06-08,2025-06-10,UI Feedback
spencerjames@example.net,815734588,Billing Problem,Duplicate transaction found.,Closed,2025-05-02,2025-05-08,Bug Report
grayheather@example.com,9087800439,UI Feedback,Alignment issues in forms.,Closed,2025-07-02,2025-07-10,UI Feedback
john66@example.net,4397897337,Payment Failure,3D secure failed mid-payment.,Closed,2025-06-06,2025-06-16,Billing Problem
bellzachary@example.org,2175309779,Data Export,Export email not received.,Closed,2025-05-20,2025-05-21,Data Export
clarkmarie@example.net,7847489096,Technical Support,Can’t sync data across devices.,Closed,2025-06-12,2025-06-18,Technical Support
reesemonique@example.net,3177215592,Feature Request,Save filter views for reuse.,Closed,2025-06-18,2025-06-22,Feature Request
hardingtravis@example.net,1680169552,Bug Report,Back button doesn’t work.,Closed,2025-05-31,2025-06-05,Bug Report
kevin97@example.com,1539702118,Account Suspension,"Got auto-ban, never violated terms.",Closed,2025-06-24,2025-06-27,General
